Société;Id. Concours;Id. Projet;Titre du projet;Non applicable;Description du projet;Non applicable;Etat du projet;Date d'octroi;Date de 1er versement (concours);Date d’achèvement opérationnel du projet;Libellé agence;Valeur fixe;Cofinancier;Libellé bénéficiaire primaire;Code-Canal (pour tiers bénéficiaires d’un concours);Pays de réalisation;Région;Latitude;Longitude ;Libellé secteur économique  (CAD-5);Libellé CICID;Non applicable;Valeur fixe;Libellé indicateur APD;Groupe de produit;Valeur fixe;Valeur fixe;Engagements bruts (euro);Non applicable;Non applicable;Versements (euro);Non applicable;Non applicable;Non applicable;Lien_Fiche_Projet;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Cofinanciers (O/N);Date mise à jour données projet;Date de la dernière publication;Date de publication NCO;Lien vers evaluation;Responsable pays;Division Technique;Libellé Risque Souverain;Décaissement Annuel;Budget;Publié dans le XML de Campagne;Date de Signature de Convention;IA publié;Géolocalisation
AFD;CZZ340001;CZZ3400;Formations et approche filière pour une agriculture familiale résiliente au Sénégal et Togo.;;Renforcer la capacité d'adaptation au changement climatique des producteurs et productrices vulnérables d'Afrique de l'Ouest par la formation aux techniques climato-intelligentes et l'accompagnement le long des chaines de valeurs agricoles.;;Achevé;2022-07-05;2022-09-20;;;France;;ENTREPRENEURS DU MONDE;22000.0;MULTI-PAYS;Afrique Sub-saharienne;48.8442306;2.3784529;PRODUCTION AGRICOLE;Agriculture et sécurité alimentaire;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;900000.0;;;900000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3400;;;;;;Oui;2023-07-05;2022-09-08;2022-09-08;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );423000.0;900000.0;Oui;2022-09-07;Non;48.8442306, 2.3784529
AFD;CBF133001;CBF1330;Programme d'investissement et de renforcement de capacités de l'ONEA pour l'amélioration de l'accès à l'eau dans les centres secondaires;;Le projet a pour finalité d'améliorer durablement les conditions de vie des populations vivant dans les villes secondaires et notamment celles de Ouahigouya et Bobo-Dioulasso. Les objectifs du projet sont (i) d'améliorer l'approvisionnement en eau potable dans les villes secondaires, (ii) de renforcer les capacités de l'ONEA sur les plans stratégiques, opérationnel, financier et en matière de ressources humaines.;;Exécution;2018-12-05;2021-12-23;;AGENCE DE OUAGADOUGOU;France;;REPUBLIQUE DU BURKINA FASO;12001.0;BURKINA FASO;Afrique Sub-saharienne;12.364637;-1.533864;ALIMENTATION EN EAU - SYSTEMES A GRANDE ECHELLE;Eau et assainissement;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;32000000.0;;;10000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBF1330;;;;;;Non;2024-04-29;2019-11-13;2019-11-13;;AFDOUAGADOUGOU@afd.fr;Division eau et assainissement;Souverain Direct;0.0;32000000.0;Oui;2019-06-24;Non;12.364637, -1.533864
AFD;CCN108201;CCN1082;Eau potable et assainissement Jilin;;Amélioration des services de production d'eau potable et de traitement des eaux usées et des boues du district de Jiangyuan (province de Jilin);;Exécution;2017-12-20;2019-12-18;;AGENCE DE PEKIN;France;;REPUBLIQUE POPULAIRE DE CHINE;12001.0;CHINE;Orient(s);39.904667;116.408198;ALIMENTATION EN EAU - SYSTEMES A GRANDE ECHELLE;Eau et assainissement;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;26000000.0;;;22777286.87;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCN1082;;;;;;Non;2024-04-19;2019-01-10;2019-01-10;;AFDPEKIN@afd.fr;Division eau et assainissement;Souverain Direct;1652782.0;26000000.0;Oui;2019-01-15;Non;39.904667, 116.408198
AFD;CZZ314102;CZZ3141;Pôle clermontois de développement international (PCDI);;Renforcement du pôle de compétences en matière de développement durable de Clermont Ferrand, à travers (i) le financement des activités de recherche de la FERDI, (ii) le renforcement des activités de formation de l'IHEDD à destination des contreparties de l'AFD (notamment le master MODEV), (iii) l'implantation d'une antenne clermontoise du GDN. Le financement des trois volets dans le cadre d'un projet unique favorisera les synergies au service des partenaires du pôle clermontois au Sud.;;Exécution;2021-04-08;2021-12-15;;SIEGE PARIS - OPERATIONS SIEGE;France;;Fondation études et recherches sur dév. internat.;51000.0;MULTI-PAYS;Multi-pays étrangers;48.8442306;2.3784529;INSTIT.SCIENTIFIQUES ET DE RECHERCHE;Autre;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;14250000.0;;;2100000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3141;;;;;;Non;2024-03-22;2021-10-13;2021-10-13;;;Innovation, Stratégie et Recherche;Sans objet ( autre que prêt );0.0;14250000.0;Oui;2021-08-30;Non;48.8442306, 2.3784529
AFD;CZZ341201;CZZ3412;Développement des Filières Piscicoles - Phase 2;;DéFiP. c'est un projet de Développement des Filières Piscicoles - il s'agit d'une Phase 2;;Exécution;2022-07-05;2023-03-28;;SIEGE PARIS - OPERATIONS SIEGE;France;;APDRA PISCICULTURE PAYSANNE;22000.0;MULTI-PAYS;Multi-pays étrangers;48.8442306;2.3784529;DEVELOPPEMENT AGRICOLE;Agriculture et sécurité alimentaire;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;1800000.0;;;926485.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3412;;;;;;Oui;2023-11-17;2022-10-07;2022-10-07;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;1800000.0;Oui;2022-10-06;Non;48.8442306, 2.3784529
AFD;CBF133002;CBF1330;Programme d'investissement et de renforcement de capacités de l'ONEA pour l'amélioration de l'accès à l'eau dans les centres secondaires;;Le projet a pour finalité d'améliorer durablement les conditions de vie des populations vivant dans les villes secondaires et notamment celles de Ouahigouya et Bobo-Dioulasso. Les objectifs du projet sont (i) d'améliorer l'approvisionnement en eau potable dans les villes secondaires, (ii) de renforcer les capacités de l'ONEA sur les plans stratégiques, opérationnel, financier et en matière de ressources humaines.;;Exécution;2019-01-21;2021-01-08;;AGENCE DE OUAGADOUGOU;France;;OFFICE NATIONAL DE L EAU ET DE L ASSAINISSEMENT;12003.0;BURKINA FASO;Afrique Sub-saharienne;12.364637;-1.533864;ALIMENTATION EN EAU - SYSTEMES A GRANDE ECHELLE;Eau et assainissement;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;5000000.0;;;1061792.11;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBF1330;;;;;;Non;2024-04-29;2019-11-13;2019-11-13;;AFDOUAGADOUGOU@afd.fr;Division eau et assainissement;Sans objet ( autre que prêt );0.0;5000000.0;Oui;2019-11-20;Non;12.364637, -1.533864
AFD;CCN108301;CCN1083;Biodiversité et patrimoine à Hezhou (Guangxi);;Aménagement de 3 sites de la ville de Hezhou (province du Guangxi) : parc national forestier de Gupo et bourg historique de Huangyao;;Exécution;2018-12-19;2020-02-28;;AGENCE DE PEKIN;France;;REPUBLIQUE POPULAIRE DE CHINE;12001.0;CHINE;Orient(s);39.904667;116.408198;PROTECTION DE LA BIOSPHERE;Climat et Environnement;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;50000000.0;;;6804877.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCN1083;;;;;;Non;2024-04-22;2019-11-21;2019-11-21;;AFDPEKIN@afd.fr;Division Agriculture, Développement Rural et Biodiversité;Souverain Direct;43200.0;50000000.0;Oui;2019-05-27;Oui;39.904667, 116.408198
AFD;CZZ314201;CZZ3142;Aide et Action;;Contribuer à un meilleur accès aux droits en renforçant le pouvoir d¿agir des enfants et des jeunes en tant qu'acteurs du changement en matière de citoyenneté, de cohésion sociale et de développement durable;;Exécution;2021-02-09;2022-07-19;;SIEGE PARIS - OPERATIONS SIEGE;France;;AIDE ET ACTION France;22000.0;MULTI-PAYS;Afrique Sub-saharienne;48.8442306;2.3784529;ENSEIGNEMENT PRIMAIRE;Education, formation, emploi;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;900000.0;;;556530.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3142;;;;;;Non;2023-01-23;2021-09-06;2021-09-06;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;900000.0;Oui;2021-06-04;Non;48.8442306, 2.3784529
AFD;CZZ341301;CZZ3413;Déploiement du Secteur de l'Écoconstruction, vecteur de Résilience des populations;;Déploiement du Secteur de l'Écoconstruction, vecteur de Résilience des populations : structuration et renforcement des acteurs et outils permettant le changement d'échelle du marché de la Voûte Nubienne au Sahel;;Achevé;2022-10-18;2023-03-09;;SIEGE PARIS - OPERATIONS SIEGE;France;;Association la Voute Nubienne;22000.0;MULTI-PAYS;Afrique Sub-saharienne;48.8442306;2.3784529;EDUCATION, FORMATION ENVIRONNEMENTALES;Climat et Environnement;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;1800000.0;;;1800000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3413;;;;;;Oui;2024-01-08;2023-01-02;2023-01-02;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );1075380.0;1800000.0;Oui;2022-12-19;Non;48.8442306, 2.3784529
AFD;CBF134201;CBF1342;Lire pour réussir ! BURKINA FASO;;Renforcement des compétences des enfants en langage et lecture grâce à des pratiques et outils pédagogiques innovants;;Achevé;2018-10-23;2019-08-29;;SIEGE PARIS - OPERATIONS SIEGE;France;;ASSOCIATION SOEUR EMMANUELLE;22000.0;BURKINA FASO;Afrique Sub-saharienne;12.36566;-1.53388;ÉDUCATION DE LA PETITE ENFANCE;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;302358.0;;;302358.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBF1342;;;;;;Non;2022-04-19;2019-08-29;2019-08-29;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;302358.0;Oui;2019-02-14;Non;12.36566, -1.53388
AFD;CCN108501;CCN1085;Programme d'amélioration de la prise en charge du vieillissement dans la province du Guizhou;;Programme d'accompagnement de la politique de prise en charge des personnes âgées dans la province du Guizhou;;Exécution;2019-03-21;2020-03-25;;AGENCE DE PEKIN;France;Banque internationale pour la reconstruction et le développement (BIRD);REPUBLIQUE POPULAIRE DE CHINE;12001.0;CHINE;Orient(s);39.904667;116.408198;SERVICES MEDICAUX;Santé;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;100000000.0;;;34005821.87;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCN1085;;;;;;Oui;2024-04-09;2019-11-21;2019-11-21;;AFDPEKIN@afd.fr;Division Santé et Protection sociale;Souverain Direct;0.0;100000000.0;Oui;2019-05-27;Non;39.904667, 116.408198
AFD;CZZ317301;CZZ3173;Voix collectives des femmes et des filles;;Améliorer l'exercice des droits humains pour les femmes et les filles ainsi que l'égalité de genres dans les pays francophones via la montée en puissance des organisations de défense de droits des femmes et des filles;;Achevé;2021-05-04;2021-09-30;;SIEGE PARIS - OPERATIONS SIEGE;France;;CARE FRANCE;22000.0;MULTI-PAYS;Multi-pays étrangers;48.8442306;2.3784529;Droits de la personne;Gouvernance;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;2800000.0;;;2800000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3173;;;;;;Non;2023-12-15;2021-09-08;2021-09-08;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;2800000.0;Oui;2021-06-23;Non;48.8442306, 2.3784529
AFD;CZZ341401;CZZ3414;Consolider et Développer les Réseaux Initiative au Burkina Faso, au Maroc et en Tunisie pour soutenir des écosystèmes durables au service de l'entrepreneuriat sur leurs territoires;;Consolider et Développer les Réseaux Initiative au Burkina Faso, au Maroc et en Tunisie pour soutenir des écosystèmes durables au service de l'entrepreneuriat sur leurs territoires;;Achevé;2022-07-05;2022-11-03;;SIEGE PARIS - OPERATIONS SIEGE;France;;INITIATIVE INTERNATIONAL;22000.0;MULTI-PAYS;Afrique Sub-saharienne;48.8442306;2.3784529;Code de conduite responsable;Secteur productif;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;450000.0;;;450000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3414;;;;;;Non;2024-02-28;2022-10-07;2022-10-07;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );248595.0;450000.0;Oui;2022-10-07;Non;48.8442306, 2.3784529
AFD;CBF134503;CBF1345;FMT subvention de politique publique gouvernance;;Pôle GFI Appui budgétaire sectoriel gouvernance pour l'amélioration du circuit de la dépense publique, en particulier dans les zones vulnérables;;Exécution;2021-09-13;2021-12-23;;AGENCE DE OUAGADOUGOU;France;;REPUBLIQUE DU BURKINA FASO;12001.0;BURKINA FASO;Afrique Sub-saharienne;12.364637;-1.533864;Gestion des finances publiques;Gouvernance;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;10000000.0;;;6250000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBF1345;;;;;;Non;2024-03-28;2020-07-09;2020-07-09;https://www.afd.fr/fr/ressources/resume-evaluation-facilite-multi-tranche-burkina-faso-niger;AFDOUAGADOUGOU@afd.fr;Div. Gouvernance;Sans objet ( autre que prêt );0.0;10000000.0;Oui;2021-11-22;Oui;12.364637, -1.533864
AFD;CCN109001;CCN1090;Conservation de la biodiversité et restauration écologique du Parc national de zone humide du lac Maoli;;Conservation de la biodiversité et restauration écologique du Parc national de zone humide du lac Maoli;;Exécution;2018-12-19;2020-08-10;;AGENCE DE PEKIN;France;;REPUBLIQUE POPULAIRE DE CHINE;12001.0;CHINE;Orient(s);39.904667;116.408198;DIVERSITE BIOLOGIQUE;Climat et Environnement;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;35000000.0;;;3493078.32;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCN1090;;;;;;Non;2024-05-03;2019-11-21;2019-11-21;;AFDPEKIN@afd.fr;Division Agriculture, Développement Rural et Biodiversité;Souverain Direct;0.0;35000000.0;Oui;2019-08-15;Oui;39.904667, 116.408198
AFD;CZZ318401;CZZ3184;French African Foundation - YOUNG LEADERS;;"Financement de la French African Foundation qui promeut les échanges dans le cadre du programme ""YOUNG LEADERS""";;Achevé;2021-07-27;2021-10-12;2022-02-14;SIEGE PARIS - OPERATIONS SIEGE;France;;French African Foundation;;MULTI-PAYS;Afrique Sub-saharienne;48.8442306;2.3784529;FORMATION PROFESSIONNELLE;Education, formation, emploi;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;500000.0;;;500000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3184;;;;;;Non;2023-06-26;2021-12-16;2021-12-16;;;Division AFD Non Technique;Sans objet ( autre que prêt );0.0;500000.0;Oui;2021-09-01;Non;48.8442306, 2.3784529
AFD;CZZ342101;CZZ3421;Programme de soutien à l'Etat de droit respectueux des droits humains dans les pays du Sud;;Contribuer aux objectifs de développement durable programme de soutien à l'État de droit respectueux des droits humains dans les pays du Sud;;Achevé;2022-07-05;2022-11-09;;REPRESENTATION DE ST-PIERRE ET MIQUELON;France;;Fédération internationale ligues droits homme;21000.0;MULTI-PAYS;Multi-pays étrangers;46.7914791;3.1147876;Droits de la personne;Gouvernance;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;3000000.0;;;3000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3421;;;;;;Oui;2023-02-27;2022-11-07;2022-11-07;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;3000000.0;Oui;2022-10-18;Non;46.7914791, 3.1147876
AFD;CBF134602;CBF1346;Appui à la mise en œuvre du Plan Sectoriel de l'Education et de la Formation;;Le financement, d'une durée de 4 ans, sera réparti entre a) une aide pour appuyer la mise en œuvre des priorités sectorielles du PSEF via le Fonds Commun-Compte d'Affectation Spécial au Trésor (FC-CAST), b) un soutien à la scolarisation dans les zones de forte insécurité et c) un appui au renforcement des capacités gestion du CAST.;;Exécution;2019-12-18;2020-12-14;;AGENCE DE OUAGADOUGOU;France;;PLAN INTERNATIONAL FRANCE;22000.0;BURKINA FASO;Afrique Sub-saharienne;12.364637;-1.533864;ENSEIGNEMENT PRIMAIRE;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;3000000.0;;;1337114.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBF1346;;;;;;Non;2024-04-12;2020-07-09;2020-07-09;;AFDOUAGADOUGOU@afd.fr;Division Education et Formation professionnelle;Sans objet ( autre que prêt );0.0;3000000.0;Oui;2020-09-18;Oui;12.364637, -1.533864
AFD;CCN109801;CCN1098;Revitalisation écologique du District de Pingnan (Province du Fujian) (protection et la valorisation de patrimoine naturel et culturel de Ningde );;Restauration écologique du District de Pingnan (Province du Fujian)  Ce projet a pour vocation d'améliorer l'environnement écologique et le cadre de vie des habitants du district de Pingnan, en ramenant la nature et la biodiversité dans la ville de Pingnan, en favorisant les continuités écologiques et paysagères, tout en renforçant la résilience du territoire face aux impacts du changement climatique;;Exécution;2020-12-02;2022-01-24;;AGENCE DE PEKIN;France;;REPUBLIQUE POPULAIRE DE CHINE;12001.0;CHINE;Orient(s);39.904667;116.408198;DEVELOPPEMENT ET GESTION URBAINE;Infrastructures et développement urbain;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;40000000.0;;;2468494.94;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCN1098;;;;;;Non;2024-03-08;2021-10-29;2021-10-29;;AFDPEKIN@afd.fr;Div. Développement urbain / aménagement / logement;Souverain Direct;0.0;40000000.0;Oui;2021-07-29;Oui;39.904667, 116.408198
AFD;CZZ320903;CZZ3209;Renforcement des capacités de séquençage génomiques pour surveiller l'évolution du SARS-CoV-2 et d'autres pathogènes émergents en Afrique;;#OH (i) renforcer les capacités de séquençage ou de tests PCR de criblage  (ii) détecter tout variant émergent et suivre sa diffusion (iii) alerter les autorités de santé et la communauté internationale en cas d'émergence de variant d'intérêt (iv) investiguer la circulation des variants d'intérêt (v) améliorer la réponse à la crise sanitaire de COVID-19 et préparer les pays à répondre aux futures émergences de maladies infectieuses.;;Exécution;2021-07-07;2021-12-15;;SIEGE PARIS - OPERATIONS SIEGE;France;;INSTITUT PASTEUR PARIS;22000.0;MULTI-PAYS;Afrique Sub-saharienne;48.8442306;2.3784529;RECHERCHE MEDICALE;Santé;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;3972867.0;;;3972867.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3209;;;;;;Non;2024-03-29;2021-08-04;2021-08-04;;;Division Santé et Protection sociale;Sans objet ( autre que prêt );0.0;3972867.0;Oui;2021-07-16;Non;48.8442306, 2.3784529
AFD;CZZ342201;CZZ3422;Action pour la participation Citoyenne et des Territoires InclusiFs;;projet ACTIF : Action pour la participation Citoyenne et des Territoires InclusiFs;;Exécution;2022-10-18;2022-12-20;;SIEGE PARIS - OPERATIONS SIEGE;France;;INITIATIVE DEVELOPPEMENT;22000.0;MULTI-PAYS;Multi-pays étrangers;48.8442306;2.3784529;Droits de la personne;Gouvernance;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;3000000.0;;;1709891.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3422;;;;;;Oui;2023-10-09;2023-01-02;2023-01-02;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;3000000.0;Oui;2022-12-02;Non;48.8442306, 2.3784529
AFD;CBF135401;CBF1354;Programme alphabétisation;;"FISONG alphabétisation des jeunes et des femmes au Sahel - projet Solidarité Laïque ""Programme d'alphabétisation bilingue, multiple et professionnalisante, favorisant une approche numérique et le développement d'un environnement lettré, ainsi qu'un système de garde d'enfants.";;Exécution;2018-12-14;2020-06-03;;AGENCE DE OUAGADOUGOU;France;;SOLIDARITE LAIQUE;22000.0;BURKINA FASO;Afrique Sub-saharienne;12.364637;-1.533864;ENSEIGNEMENT PRIMAIRE;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;1020000.0;;;918000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBF1354;;;;;;Non;2024-03-29;2019-11-13;2019-11-13;;AFDOUAGADOUGOU@afd.fr;Division Education et Formation professionnelle;Sans objet ( autre que prêt );0.0;1020000.0;Oui;2019-08-28;Non;12.364637, -1.533864
AFD;CCN110201;CCN1102;China Biodiversity Facility - MOA CN;;Facilité Biodiversité pour la préparation et l'accompagnement de projets et l'animation du dialogue de politique publique - composantes en MOA Chine;;Exécution;2019-12-18;;;AGENCE DE PEKIN;France;;REPUBLIQUE POPULAIRE DE CHINE;12001.0;CHINE;Orient(s);39.904667;116.408198;DIVERSITE BIOLOGIQUE;Climat et Environnement;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;7000000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCN1102;;;;;;Non;2024-03-08;2021-10-29;2021-10-29;;AFDPEKIN@afd.fr;Division Agriculture, Développement Rural et Biodiversité;Sans objet ( autre que prêt );0.0;7000000.0;Oui;2022-10-14;Non;39.904667, 116.408198
AFD;CZZ321201;CZZ3212;Mobilité protégée;;Contribuer à la lutte contre la traite, en particulier à des fins d'exploitation sexuelle, des filles et des garçons dans le cadre de la mobilité, en Afrique de l'Ouest;;Achevé;2021-10-12;2021-12-13;;SIEGE PARIS - OPERATIONS SIEGE;France;;ECPAT FRANCE;22000.0;MULTI-PAYS;Afrique Sub-saharienne;48.8442306;2.3784529;Droits de la personne;Gouvernance;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;1500000.0;;;1500000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3212;;;;;;Non;2023-03-29;2021-12-07;2021-12-07;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );669612.0;1500000.0;Oui;2021-12-06;Non;48.8442306, 2.3784529
AFD;CZZ348801;CZZ3488;Agir pour la Paix, Liberté, Apprentissage, Nature, Equité, Tolérance, Environnement;;P.L.A.N.E.T.E :  Agir pour la Paix.Liberté.Apprentissage.Nature.Equité.Tolérance.Environnement;;Exécution;2022-12-13;2023-06-21;;;France;Ministère français des affaires étrangères / Agence de coopération technique allemande (GIZ);Scouts et guides de france;22000.0;MULTI-PAYS;Multi-pays étrangers;;;ÉDUCATION POUR UNE MEILLEURE QUALITÉ DE VIE POUR L;Education, formation, emploi;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;500000.0;;;250000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3488;;;;;;Oui;2023-09-07;2023-05-02;2023-05-02;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;500000.0;Oui;2023-04-20;Non;
AFD;CBF139602;CBF1396;Projet de développement économique local durable;;Le projet vise à soutenir le développement économique local durable de la ville de Bobo-Dioulasso, à travers la mise en œuvre d'une politique fiscale et territoriale, sous l'angle des équipements marchands;;Exécution;2021-03-10;;;AGENCE DE OUAGADOUGOU;France;;REPUBLIQUE DU BURKINA FASO;12001.0;BURKINA FASO;Afrique Sub-saharienne;12.364637;-1.533864;DEVELOPPEMENT ET GESTION URBAINE;Infrastructures et développement urbain;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;3000000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBF1396;;;;;;Non;2024-03-29;2021-12-09;2021-12-09;;AFDOUAGADOUGOU@afd.fr;Div. Développement urbain / aménagement / logement;Sans objet ( autre que prêt );0.0;3000000.0;Oui;2022-08-25;Non;12.364637, -1.533864
AFD;CCN111101;CCN1111;Protection et restauration écologique de la rivière Daying et de son bassin versant à Tengchong;;Protection et restauration écologique de la rivière Daying et des écosystèmes de son bassin versant, dans la municipalité de Tengchong (province du Yunnan)  Le projet s'articule autour de trois composantes : C1 - rétablissement équilibre écologique : rivière Daying, forêts, zones humides Cé - développement rural et lutte contre les pollutions, éducation environnementale  C3 - renforcement de capacités des services municipaux en charge de la biodiversité et des milieux naturels.;;Exécution;2021-12-08;2023-11-07;;AGENCE DE PEKIN;France;;REPUBLIQUE POPULAIRE DE CHINE;12001.0;CHINE;Orient(s);39.904667;116.408198;PROTECTION DE LA BIOSPHERE;Climat et Environnement;;Bilatéral;Autres ASP;Prêt;Intervention de type projet;Aide déliée;50000000.0;;;341645.61;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCN1111;;;;;;Non;2024-04-08;2024-03-08;2024-03-08;;AFDPEKIN@afd.fr;Division Agriculture, Développement Rural et Biodiversité;Souverain Direct;0.0;50000000.0;Oui;2023-05-25;Oui;39.904667, 116.408198
AFD;CZZ323901;CZZ3239;Projet de financement de la campagne vaccinale contre la Covid-19 sur le continent africain (AVATT);;La finalité du projet est de contribuer à la protection des populations africaines contre les effets sanitaires et socio-économiques de la Covid-19, en i) Soutenant AVATT dans ses efforts pour garantir un accès facilité, accéléré et financièrement abordable aux vaccins. ii) Accompagnant Afreximbank dans sa capacité à fournir des instruments financiers innovants de réponse aux crises;;Achevé;2021-12-15;2022-11-18;;AGENCE DU CAIRE;France;;Banque Africaine d'Import-Export;12003.0;MULTI-PAYS;Afrique Sub-saharienne;30.1;31.219709;Intermédiaires financiers officiels;Secteur productif;;Bilatéral;Autres ASP;Prêt;Intervention de type projet;Aide déliée;50000000.0;;;50000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3239;;;;;;Non;2024-03-29;2022-04-26;2022-04-26;;AFDLECAIRE@afd.fr;Division Systèmes Financiers;Non souverain;0.0;50000000.0;Oui;2022-02-17;Non;30.1, 31.219709
AFD;CZZ349101;CZZ3491;Qualité de l'Accueil en Protection de l'Enfance en Afrique de l'Ouest;;Projet portant sur la Qualité de l'Accueil en Protection de l'Enfance en Afrique de l'Ouest;;Exécution;2022-12-13;2023-12-14;;SIEGE PARIS - OPERATIONS SIEGE;France;;SOS Villages d'Enfants France;22000.0;MULTI-PAYS;Afrique Sub-saharienne;48.8442306;2.3784529;Droits de la personne;Gouvernance;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;1800000.0;;;980918.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3491;;;;;;Non;2023-12-12;2023-12-06;2023-12-06;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;1800000.0;Oui;2023-12-04;Non;48.8442306, 2.3784529
AFD;CBF140901;CBF1409;CV19T PME Burkina - CBF1409 - BURKINA FASO - Education, formation, emploi;;Fonds accélérés du PME dans le cadre du COVID 19;;Exécution;2020-06-17;2021-07-26;;AGENCE DE OUAGADOUGOU;France;;REPUBLIQUE DU BURKINA FASO;12001.0;BURKINA FASO;Afrique Sub-saharienne;12.364637;-1.533864;ENSEIGNEMENT PRIMAIRE;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;6319632.9932;;;6319632.9932;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBF1409;;;;;;Non;2024-04-11;2021-03-15;2021-03-15;;AFDOUAGADOUGOU@afd.fr;Division Education et Formation professionnelle;Sans objet ( autre que prêt );0.0;6319632.9932;Oui;2021-02-22;Oui;12.364637, -1.533864
